Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won tackle_Total,total won contest_Total,total accurate cross_Total,total accurate long balls_Total,total interception_Total,total big chances saved_Total,total assists_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won tackle_p90,total won contest_p90,total accurate cross_p90,total accurate long balls_p90,total interception_p90,total big chances saved_p90,total assists_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won tackle_TotalPR,total won contest_TotalPR,total accurate cross_TotalPR,total accurate long balls_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won tackle_p90PR,total won contest_p90PR,total accurate cross_p90PR,total accurate long balls_p90PR,total interception_p90PR,total big chances saved_p90PR,total assists_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Lille,be2k34rut1lz79jxenabttqlc,9ov7tj31hixo7xp0tfffuhpn8,N. Mukau,Ngal'ayel Mukau,21,Midfielder,Congo DR,Midfielder,17.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,89.19,50.0,0.0,0.0,0.0,33.33,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,89.19,50.0,0.0,0.0,0.0,33.33,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,78,39,61,28,28,28,28,39,33,22,22,33,67,56,44,22,28,72,33,39,39,83,56,50,89,44,39,33,44,33,39,78,39,39,50,33,33,28,33,33,28,28,78,39,61,28,28,28,28,39,33,22,22,33,67,56,44,22,28,72,33,39,39,83,56,50,89,44,39,33,44,33,39,78,39,39,50,33,33,28,33,33,28,28,Ligue 1
Lille,be2k34rut1lz79jxenabttqlc,a5jrqzijth7e3uxl4phi83sdm,N. Ngoy,Nathan Ngoy,23,Defender,Belgium,Defender,29.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,11.0,0.0,90.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,83.72,37.5,0.0,50.0,0.0,44.44,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,83.72,37.5,0.0,50.0,0.0,44.44,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,30,23,27,11,39,43,45,50,52,98,100,68,93,50,50,82,80,59,95,52,73,84,48,52,18,64,52,95,50,30,25,43,45,43,50,50,50,52,43,43,41,41,30,23,27,11,39,43,45,50,52,98,100,68,93,50,50,82,80,59,95,52,73,84,48,52,18,64,52,95,50,30,25,43,45,43,50,50,50,52,43,43,41,41,Ligue 1
Lille,be2k34rut1lz79jxenabttqlc,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,Alexsandro Victor de Souza Ribeiro,27,Defender,Brazil,Defender,33.0,9.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,90.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,91.3,50.0,0.0,0.0,0.0,66.67,50.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,91.3,50.0,0.0,0.0,0.0,66.67,50.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,45,34,43,70,39,43,45,50,52,48,45,89,82,50,50,36,80,91,48,52,73,52,48,52,50,73,52,48,50,68,75,57,45,43,50,50,50,52,43,43,41,41,45,34,43,70,39,43,45,50,52,48,45,89,82,50,50,36,80,91,48,52,73,52,48,52,50,73,52,48,50,68,75,57,45,43,50,50,50,52,43,43,41,41,Ligue 1
Olympique Lyonnais,121le8unjfzug3iu9pgkqa1c7,4bxfc5vb5csj22ntzqbk7ekgk,M. Ouédraogo,Mohamed Ouédraogo,23,Defender,Burkina Faso,Defender,32.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,90.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,80.6,71.43,0.0,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,80.6,71.43,0.0,66.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,71,68,76,12,29,41,44,47,53,100,100,24,26,53,53,26,74,24,100,47,91,100,53,53,12,85,47,82,53,18,32,24,44,35,50,41,41,38,29,32,29,29,71,68,76,12,29,41,44,47,53,100,100,24,26,53,53,26,74,24,100,47,91,100,53,53,12,85,47,82,53,18,32,24,44,35,50,41,41,38,29,32,29,29,Ligue 1
Olympique Lyonnais,121le8unjfzug3iu9pgkqa1c7,6tvnsmtj9mma96e8famksevv9,Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,33,Defender,Angola,Defender,68.0,15.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,90.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,95.4,60.0,0.0,0.0,0.0,83.33,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,15.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,95.4,60.0,0.0,0.0,0.0,83.33,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,95,64,93,36,39,43,45,50,52,48,45,80,50,50,50,36,100,59,48,52,73,52,48,52,77,77,52,48,50,91,75,82,45,43,50,50,50,52,43,43,41,41,95,64,93,36,39,43,45,50,52,48,45,80,50,50,50,36,100,59,48,52,73,52,48,52,77,77,52,48,50,91,75,82,45,43,50,50,50,52,43,43,41,41,Ligue 1
Olympique Lyonnais,121le8unjfzug3iu9pgkqa1c7,89wbevcfzkyq9qepocguaef4k,K. Boudache,Kaïl Boudache,20,Attacker,Algeria,Striker,6.0,12.0,18.0,0.0,0.0,6.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,90.0,1.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,85.71,50.0,0.0,100.0,16.67,44.44,0.0,0.0,0.5953178146071433,0.0,5.0,4.0,0.0867023099999999,3.0,1.0,2.0,0.03567353,9.0,6.0,12.0,18.0,0.0,0.0,6.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,85.71,50.0,0.0,100.0,16.67,44.44,0.0,0.0,0.5953178146071433,0.0,5.0,4.0,0.0867023099999999,3.0,1.0,2.0,0.03567353,9.0,RW,33,67,33,50,33,100,100,100,100,83,67,100,50,50,67,83,67,67,100,50,83,67,67,50,100,100,50,100,67,100,50,67,100,33,100,67,67,67,33,50,33,33,33,67,33,50,33,100,100,100,100,83,67,100,50,50,67,83,67,67,100,50,83,67,67,50,100,100,50,100,67,100,50,67,100,33,100,67,67,67,33,50,33,33,Ligue 1
Olympique Lyonnais,121le8unjfzug3iu9pgkqa1c7,ac6r3yi7rzqlcih7qw86jsro4,Z. Athekame,Zachary Athekame,21,Defender,Switzerland,Defender,19.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,0.0,90.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,84.21,0.0,0.0,0.0,0.0,54.55,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,84.21,0.0,0.0,0.0,0.0,54.55,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB/RCB,54,62,54,21,42,25,33,42,50,75,75,54,79,46,38,29,92,79,33,50,21,50,54,54,50,21,50,33,38,50,38,54,29,42,42,29,29,42,25,25,25,25,54,62,54,21,42,25,33,42,50,75,75,54,79,46,38,29,92,79,33,50,21,50,54,54,50,21,50,33,38,50,38,54,29,42,42,29,29,42,25,25,25,25,Ligue 1
Olympique Lyonnais,121le8unjfzug3iu9pgkqa1c7,bx16v7vdlpv2av8v7576ua2qy,F. Bacher,Felix Bacher,25,Defender,Austria,Defender,49.0,19.0,68.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,95.77,71.43,0.0,0.0,0.0,20.0,25.0,0.0,0.1293527290180529,0.0696270661786492,0.0,0.0,0.0,0.0,4.0,6.0,0.1101748499999999,36.0,49.0,19.0,68.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,95.77,71.43,0.0,0.0,0.0,20.0,25.0,0.0,0.1293527290180529,0.0696270661786492,0.0,0.0,0.0,0.0,4.0,6.0,0.1101748499999999,36.0,CB,86,86,82,36,86,91,93,50,52,48,45,9,41,50,50,82,34,18,48,52,93,52,48,52,86,86,52,48,50,11,59,18,95,86,50,50,50,52,98,100,100,95,86,86,82,36,86,91,93,50,52,48,45,9,41,50,50,82,34,18,48,52,93,52,48,52,86,86,52,48,50,11,59,18,95,86,50,50,50,52,98,100,100,95,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,3v4tbmgdwxn6h8h9grse37lzo,D. Coulibaly,Djibril Coulibaly,17,Midfielder,France,Midfielder,14.0,17.0,31.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,90.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,86.11,66.67,0.0,0.0,0.0,44.44,40.0,100.0,0.0,0.1239315978616688,0.0,0.0,0.0,1.0,0.0,1.0,0.0901017799999999,10.0,14.0,17.0,31.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,86.11,66.67,0.0,0.0,0.0,44.44,40.0,100.0,0.0,0.1239315978616688,0.0,0.0,0.0,1.0,0.0,1.0,0.0901017799999999,10.0,CM/AM,61,61,44,94,67,28,28,39,33,22,22,44,28,56,44,44,72,72,33,39,72,83,56,50,67,61,39,33,44,56,89,100,39,89,50,33,33,67,33,67,78,67,61,61,44,94,67,28,28,39,33,22,22,44,28,56,44,44,72,72,33,39,72,83,56,50,67,61,39,33,44,56,89,100,39,89,50,33,33,67,33,67,78,67,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,Youssouf Ndayishimiye,27,Midfielder,Burundi,Midfielder,57.0,45.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,93.58,28.57,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,45.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,93.58,28.57,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,100,94,100,62,24,26,47,29,47,21,21,18,76,50,41,32,47,18,32,41,53,71,53,50,94,18,41,32,41,71,79,18,35,38,38,38,38,47,29,32,29,29,100,94,100,62,24,26,47,29,47,21,21,18,76,50,41,32,47,18,32,41,53,71,53,50,94,18,41,32,41,71,79,18,35,38,38,38,38,47,29,32,29,29,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,7sep6mx2s67mh5fr3raxu7aei,M. Bard,Melvin Bard,25,Defender,France,Defender,8.0,19.0,27.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,81.82,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.051583035775057,0.0394434141312019,1.0,1.0,0.02953272,0.0,2.0,0.0,0.0175421699999999,7.0,8.0,19.0,27.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,81.82,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.051583035775057,0.0394434141312019,1.0,1.0,0.02953272,0.0,2.0,0.0,0.0175421699999999,7.0,LB/LCB,6,59,24,91,74,82,44,97,53,24,24,41,68,53,53,26,74,24,32,47,50,56,53,53,29,44,47,32,53,85,32,24,88,71,100,85,88,38,68,32,59,59,6,59,24,91,74,82,44,97,53,24,24,41,68,53,53,26,74,24,32,47,50,56,53,53,29,44,47,32,53,85,32,24,88,71,100,85,88,38,68,32,59,59,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,9yjtdz1toq241g6cgdty94lck,A. Mendy,Antoine Mendy,22,Defender,Senegal,Defender,36.0,58.0,94.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,3.0,0.0,90.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,91.26,50.0,0.0,0.0,0.0,61.54,50.0,75.0,0.1564848235561815,0.0,1.0,5.0,0.09672813,0.0,21.0,11.0,0.1858187399999999,55.0,36.0,58.0,94.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,91.26,50.0,0.0,0.0,0.0,61.54,50.0,75.0,0.1564848235561815,0.0,1.0,5.0,0.09672813,0.0,21.0,11.0,0.1858187399999999,55.0,RB/RCB,83,100,100,83,42,96,79,92,100,17,17,83,58,46,38,71,79,92,33,50,79,50,54,54,75,71,50,33,38,75,88,67,92,42,92,96,92,42,100,92,83,100,83,100,100,83,42,96,79,92,100,17,17,83,58,46,38,71,79,92,33,50,79,50,54,54,75,71,50,33,38,75,88,67,92,42,92,96,92,42,100,92,83,100,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,co59rv08x22hk5itwibbwq191,G. Hein,Gauthier Hein,30,Midfielder,France,Midfielder,14.0,54.0,68.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,90.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,88.31,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0634869712663168,0.0,0.0,15.0,0.36041687,3.0,5.0,8.0,0.1609243,26.0,14.0,54.0,68.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,88.31,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0634869712663168,0.0,0.0,15.0,0.36041687,3.0,5.0,8.0,0.1609243,26.0,CM/AM,61,100,100,28,28,56,67,39,78,50,50,11,28,56,44,44,28,28,33,39,100,33,56,50,78,78,39,33,44,11,39,28,78,39,50,100,100,94,100,100,100,100,61,100,100,28,28,56,67,39,78,50,50,11,28,56,44,44,28,28,33,39,100,33,56,50,78,78,39,33,44,11,39,28,78,39,50,100,100,94,100,100,100,100,Ligue 1
Nice,bx0cdmzr2gwr70ez72dorx82p,cv763bry7r833k7qg7ah5ek2c,E. Pereira da Silva,Everton Pereira,19,Midfielder,France,Midfielder,11.0,16.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,93.1,100.0,0.0,0.0,0.0,71.43,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,93.1,100.0,0.0,0.0,0.0,71.43,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CM/AM,33,39,33,94,28,28,28,39,33,22,22,67,67,56,44,11,72,72,33,39,72,33,56,50,100,94,39,33,44,100,39,78,39,39,50,33,33,28,33,33,28,28,33,39,33,94,28,28,28,39,33,22,22,67,67,56,44,11,72,72,33,39,72,33,56,50,100,94,39,33,44,100,39,78,39,39,50,33,33,28,33,33,28,28,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,Pierre-Emile Højbjerg,31,Midfielder,Denmark,Midfielder,27.0,52.0,79.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,88.76,20.0,0.0,0.0,33.33,44.44,0.0,50.0,0.1878594449181379,0.0539716573662708,2.0,1.0,0.01935132,2.0,9.0,8.0,0.19785034,54.0,27.0,52.0,79.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,88.76,20.0,0.0,0.0,33.33,44.44,0.0,50.0,0.1878594449181379,0.0539716573662708,2.0,1.0,0.01935132,2.0,9.0,8.0,0.19785034,54.0,DM/CM,53,100,94,62,62,100,47,100,47,21,21,41,9,100,88,74,47,47,32,41,21,71,53,50,71,12,41,32,82,29,26,44,88,82,97,82,79,100,100,97,94,100,53,100,94,62,62,100,47,100,47,21,21,41,9,100,88,74,47,47,32,41,21,71,53,50,71,12,41,32,82,29,26,44,88,82,97,82,79,100,100,97,94,100,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,Amine Gouiri,26,Attacker,Algeria,Striker,6.0,19.0,25.0,0.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,90.0,3.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59,0.0,0.0,0.0,60.0,40.0,0.0,100.0,0.3590597542173543,0.051343621779363,2.0,1.0,0.01689528,0.0,2.0,1.0,0.02516538,11.0,6.0,19.0,25.0,0.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59,0.0,0.0,0.0,60.0,40.0,0.0,100.0,0.3590597542173543,0.051343621779363,2.0,1.0,0.01689528,0.0,2.0,1.0,0.02516538,11.0,ST,25,83,83,33,83,75,83,83,83,42,42,33,67,100,100,83,75,67,33,50,42,33,58,58,100,42,50,33,100,33,33,83,83,67,83,58,50,42,75,50,17,83,25,83,83,33,83,75,83,83,83,42,42,33,67,100,100,83,75,67,33,50,42,33,58,58,100,42,50,33,100,33,33,83,83,67,83,58,50,42,75,50,17,83,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,8qezzr83ofw7htqufohg2fwlx,Emerson,Emerson Palmieri dos Santos,32,Defender,Italy,Defender,17.0,33.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,90.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,84.75,33.33,0.0,100.0,0.0,60.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,33.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,84.75,33.33,0.0,100.0,0.0,60.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,29,94,65,44,29,41,44,47,53,56,56,88,50,53,53,79,97,56,79,47,35,56,53,53,47,44,47,94,53,71,71,53,44,35,50,41,41,38,29,32,29,29,29,94,65,44,29,41,44,47,53,56,56,88,50,53,53,79,97,56,79,47,35,56,53,53,47,44,47,94,53,71,71,53,44,35,50,41,41,38,29,32,29,29,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,Igor Guilherme Barbosa da Paixão,26,Attacker,Brazil,Striker,4.0,30.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,90.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,86.84,50.0,25.0,66.67,100.0,45.45,0.0,100.0,0.0640617735183194,0.0,1.0,10.0,0.29836366,3.0,4.0,3.0,0.07803167,9.0,4.0,30.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,86.84,50.0,25.0,66.67,100.0,45.45,0.0,100.0,0.0640617735183194,0.0,1.0,10.0,0.29836366,3.0,4.0,3.0,0.07803167,9.0,LW,50,100,100,50,50,50,50,50,50,100,100,50,75,75,100,50,50,100,100,50,75,75,75,75,100,100,50,100,100,50,75,100,100,75,100,100,100,100,100,100,100,100,50,100,100,50,50,50,50,50,50,100,100,50,75,75,100,50,50,100,100,50,75,75,75,75,100,100,50,100,100,50,75,100,100,75,100,100,100,100,100,100,100,100,Ligue 1
Olympique Marseille,27xvwccz8kpmqsefjv2b2sc0o,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,Timothy Weah,26,Attacker,USA,Striker,24.0,36.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.29,0.0,100.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0559896810001944,0.0,7.0,0.15074219,4.0,8.0,7.0,0.16399601,25.0,24.0,36.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.29,0.0,100.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0559896810001944,0.0,7.0,0.15074219,4.0,8.0,7.0,0.16399601,25.0,RW,100,100,100,100,83,33,33,50,50,33,33,33,100,50,33,33,33,67,50,100,33,67,67,50,67,33,100,50,33,33,100,67,33,67,50,100,100,100,100,100,67,100,100,100,100,100,83,33,33,50,50,33,33,33,100,50,33,33,33,67,50,100,33,67,67,50,67,33,100,50,33,33,100,67,33,67,50,100,100,100,100,100,67,100,Ligue 1
