Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total accurate cross_Total,total ontarget attempt_Total,total big chances saved_Total,total goals_Total,total assists_Total,total direct corner goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total accurate cross_p90,total ontarget attempt_p90,total big chances saved_p90,total goals_p90,total assists_p90,total direct corner goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total ontarget attempt_TotalPR,total big chances saved_TotalPR,total goals_TotalPR,total assists_TotalPR,total direct corner goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total ontarget attempt_p90PR,total big chances saved_p90PR,total goals_p90PR,total assists_p90PR,total direct corner goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,2y7n86mdkvx5cjaz2e838ncdm,D. Pines,Donovan Pines,28,Defender,USA,Defender,138.0,31.0,8.0,169.0,12.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,19.0,26.0,8.0,360.0,5.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,88.95,72.73,0.0,100.0,100.0,59.38,63.16,66.67,0.135073373033092,0.248785654620338,0.0,0.0,0.0,0.0,4.0,5.0,0.3607656099999998,111.0,34.5,7.75,2.0,42.25,3.0,0.5,0.25,0.25,0.0,0.0,0.25,0.25,4.75,6.5,2.0,1.25,0.75,0.25,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,88.95,72.73,0.0,100.0,100.0,59.38,63.16,66.67,0.033768343258273,0.0621964136550845,0.0,0.0,0.0,0.0,1.0,1.25,0.0901914024999999,27.75,CB,100,43,57,76,90,90,43,55,38,40,71,67,90,98,98,90,95,81,38,48,83,45,98,48,52,52,57,86,48,88,98,48,76,62,57,95,38,29,29,31,40,40,95,86,76,19,29,48,83,79,24,38,38,40,62,57,62,74,83,71,74,71,29,48,76,45,95,48,52,52,57,86,48,88,98,48,76,62,33,86,38,29,29,31,31,33,67,57,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,33foe5q4tn6trs7tt7pa9ij56,T. Koch,Tobias Koch,25,Midfielder,Austria,Midfielder,38.0,32.0,3.0,69.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,178.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.19,50.0,33.33,0.0,0.0,41.67,50.0,0.0,0.0670656093347562,0.194248036590662,1.0,4.0,0.0809590799999999,2.0,9.0,10.0,0.23189004,39.0,19.21348314606741,16.179775280898877,1.5168539325842696,34.8876404494382,0.5056179775280899,1.5168539325842696,0.5056179775280899,0.0,0.5056179775280899,0.5056179775280899,0.5056179775280899,0.5056179775280899,2.528089887640449,4.044943820224719,0.5056179775280899,0.5056179775280899,1.0112359550561798,0.0,0.0,0.5056179775280899,0.0,0.0,0.0,0.0,0.0,0.0,85.19,50.0,33.33,0.0,0.0,41.67,50.0,0.0,0.0339095777535284,0.0982152993997729,0.5056179775280899,2.02247191011236,0.0409343662921347,1.0112359550561798,4.550561797752809,5.056179775280898,0.1172477730337078,19.719101123595504,CM/AM,74,43,44,56,48,48,19,22,30,56,15,13,24,100,46,17,44,17,13,50,19,52,48,41,52,52,67,33,69,17,19,44,72,13,15,41,35,44,37,50,59,65,41,59,81,37,44,70,52,56,22,22,37,59,19,15,26,100,48,22,59,17,13,52,19,52,48,41,52,52,67,33,69,17,19,44,72,13,15,44,44,52,33,52,70,70,37,74,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,4fubr17m88vjkkqx9i7vdrtas,I. Guerti,Ismaël Guerti,22,Midfielder,Morocco,Midfielder,15.0,15.0,0.0,29.0,2.0,3.0,3.0,1.0,2.0,0.0,6.0,6.0,14.0,0.0,5.0,135.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.36,0.0,50.0,83.33,0.0,56.0,66.67,33.33,0.2223103169346671,0.2767988732025502,1.0,5.0,0.09625811,4.0,3.0,4.0,0.33989009,16.0,10.0,10.0,0.0,19.33333333333333,1.3333333333333333,2.0,2.0,0.6666666666666666,1.3333333333333333,0.0,4.0,4.0,9.333333333333334,0.0,3.333333333333333,1.3333333333333333,2.6666666666666665,3.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,74.36,0.0,50.0,83.33,0.0,56.0,66.67,33.33,0.1482068779564447,0.1845325821350334,0.6666666666666666,3.333333333333333,0.0641720733333333,2.6666666666666665,2.0,2.6666666666666665,0.2265933933333333,10.666666666666666,CM/AM,31,4,6,13,70,48,43,52,50,24,83,78,76,13,96,31,85,89,30,50,19,52,48,41,52,52,22,6,91,93,19,85,89,28,37,59,35,56,44,69,19,22,52,19,44,11,6,19,81,69,67,59,67,24,91,91,96,13,100,43,93,93,35,65,19,52,48,41,52,52,22,6,91,93,19,85,89,28,63,70,56,74,63,93,22,28,85,33,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,7n8ifzk5kyqs2f717xmeiqhp0,L. Hermesh,Liam Hermesh,22,Midfielder,Israel,Midfielder,49.0,37.0,3.0,86.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,246.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,50.0,0.0,0.0,0.0,46.15,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.926829268292682,13.53658536585366,1.0975609756097562,31.46341463414634,0.3658536585365853,0.0,0.3658536585365853,0.0,0.3658536585365853,0.0,0.0,0.0,2.1951219512195124,1.0975609756097562,0.0,0.0,0.3658536585365853,0.0,0.3658536585365853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,50.0,0.0,0.0,0.0,46.15,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,44,28,19,39,19,17,19,22,36,19,8,8,14,36,8,11,22,22,17,33,33,53,44,47,50,50,61,33,33,22,33,33,11,6,11,17,19,8,8,19,8,11,8,8,67,39,11,39,22,17,22,22,44,19,8,8,11,39,8,11,22,22,11,33,33,53,44,47,50,50,61,33,33,22,33,33,11,6,11,17,19,8,8,19,8,11,8,8,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,8ydi45wh0naevno6aos78vi09,L. Klassen,Leon Klassen,26,Defender,Russia,Defender,76.0,50.0,12.0,121.0,5.0,8.0,4.0,1.0,3.0,0.0,3.0,3.0,13.0,15.0,3.0,360.0,3.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,79.61,54.55,45.45,66.67,25.0,44.83,62.5,25.0,0.2794293867986964,0.7069259793998082,2.0,6.0,0.15686917,4.0,5.0,6.0,0.5058317300000001,40.0,19.0,12.5,3.0,30.25,1.25,2.0,1.0,0.25,0.75,0.0,0.75,0.75,3.25,3.75,0.75,0.75,0.5,0.5,0.25,1.25,0.25,0.0,0.0,0.0,0.0,0.0,79.61,54.55,45.45,66.67,25.0,44.83,62.5,25.0,0.0698573466996741,0.176731494849952,0.5,1.5,0.0392172925,1.0,1.25,1.5,0.1264579325,10.0,LB/LCB,89,50,89,83,56,97,86,42,97,28,64,61,42,69,64,33,56,67,17,94,72,53,44,31,53,53,56,78,83,78,64,17,72,17,67,100,89,78,72,78,42,31,61,31,56,33,81,50,44,78,72,33,94,28,50,44,17,56,44,28,33,61,17,89,64,53,44,31,53,53,56,78,83,78,64,17,72,17,50,83,83,50,50,67,28,28,50,17,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,asy97k3lexwyp0i2ehys39ej9,P. Michorl,Peter Michorl,31,Midfielder,Austria,Midfielder,99.0,51.0,10.0,145.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,0.0,353.0,3.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,81.92,43.48,41.67,0.0,0.0,36.84,16.67,100.0,0.3272261035289601,0.6172586480698963,1.0,3.0,0.0678373999999999,2.0,8.0,11.0,0.22981616,49.0,25.240793201133144,13.002832861189802,2.54957507082153,36.96883852691218,0.254957507082153,1.274787535410765,1.019830028328612,0.254957507082153,0.764872521246459,0.254957507082153,0.254957507082153,0.254957507082153,1.7847025495750708,0.764872521246459,0.0,0.764872521246459,1.274787535410765,0.0,0.254957507082153,1.274787535410765,0.0,0.0,0.0,0.254957507082153,0.0,0.0,81.92,43.48,41.67,0.0,0.0,36.84,16.67,100.0,0.0834287516079501,0.1573747261368007,0.254957507082153,0.764872521246459,0.0172956543909348,0.509915014164306,2.039660056657224,2.8045325779036827,0.0585933552407932,12.492917847025495,DM/CM,94,50,75,78,19,92,81,56,81,53,19,19,25,36,8,53,72,22,17,100,33,53,44,97,50,50,44,17,89,22,33,17,22,100,50,100,50,39,44,50,39,47,39,44,89,33,72,61,17,83,67,56,67,50,17,17,6,17,8,50,67,22,6,100,33,53,44,94,50,50,44,17,89,22,33,17,22,100,50,94,44,33,33,50,33,39,22,39,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,bdraninn142eeupmojvb9smj8,A. Hofleitner,Alexander Hofleitner,26,Attacker,Austria,Striker,6.0,17.0,1.0,22.0,12.0,3.0,6.0,6.0,0.0,1.0,1.0,1.0,16.0,7.0,1.0,287.0,11.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,48.89,50.0,100.0,0.0,50.0,48.48,63.16,100.0,0.784991773909302,0.3966017273095514,0.0,1.0,0.10805102,1.0,0.0,2.0,0.40721621,11.0,1.881533101045296,5.331010452961672,0.313588850174216,6.898954703832752,3.763066202090592,0.940766550522648,1.881533101045296,1.881533101045296,0.0,0.313588850174216,0.313588850174216,0.313588850174216,5.017421602787456,2.195121951219512,0.313588850174216,3.449477351916376,0.940766550522648,0.0,0.313588850174216,0.313588850174216,0.940766550522648,0.0,0.313588850174216,0.0,0.0,0.0,48.89,50.0,100.0,0.0,50.0,48.48,63.16,100.0,0.2461646677764361,0.1243698796441101,0.0,0.313588850174216,0.0338835951219512,0.313588850174216,0.0,0.627177700348432,0.127698463066202,3.449477351916376,ST,38,53,60,59,93,71,55,78,16,62,14,10,93,97,78,55,83,17,62,84,66,52,55,43,52,52,7,64,98,17,62,79,76,81,76,86,17,33,76,59,10,41,93,59,21,24,59,10,90,34,31,38,16,48,7,7,79,93,66,28,66,17,38,76,45,52,48,43,52,52,7,64,98,17,62,79,76,81,45,72,17,24,66,55,10,28,86,31,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,d88acv182zde37ck1nxggrllg,A. Smits,Anthony Smits,21,Attacker,Netherlands,Striker,7.0,5.0,0.0,11.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,6.0,0.0,1.0,94.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,33.33,50.0,0.0,46.15,50.0,33.33,0.3536372472220137,0.0959749311663648,0.0,0.0,0.0,0.0,0.0,1.0,0.0868802299999998,7.0,6.702127659574468,4.787234042553191,0.0,10.53191489361702,0.9574468085106382,0.9574468085106382,1.9148936170212765,1.9148936170212765,0.0,0.0,3.829787234042553,3.829787234042553,5.74468085106383,0.0,0.9574468085106382,2.872340425531915,0.0,1.9148936170212765,0.9574468085106382,0.9574468085106382,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,33.33,50.0,0.0,46.15,50.0,33.33,0.3385888537232046,0.0918908915422641,0.0,0.0,0.0,0.0,0.0,0.9574468085106382,0.08318319893617,6.702127659574468,ST,52,3,28,7,28,14,12,22,16,24,78,76,40,19,78,9,12,76,62,84,7,52,22,43,52,52,59,28,90,67,7,71,60,41,28,31,17,12,12,26,10,17,38,29,86,17,28,45,31,38,34,41,16,24,93,93,83,19,93,21,12,93,93,97,7,52,22,43,52,52,59,28,90,67,7,71,60,41,62,55,17,12,12,26,10,41,59,69,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,dfcmlql3kr8w0alm2jelembkk,B. Owusu,Beres Owusu,22,Defender,France,Defender,127.0,50.0,22.0,177.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,6.0,360.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.45,55.0,0.0,0.0,0.0,54.17,44.44,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75,12.5,5.5,44.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,4.5,1.5,0.0,0.5,0.0,1.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,80.45,55.0,0.0,0.0,0.0,54.17,44.44,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,86,71,100,86,40,26,12,19,38,40,31,29,57,67,88,10,74,36,93,48,38,93,48,48,52,52,14,52,48,36,38,24,19,71,12,31,38,29,29,31,12,10,7,7,52,43,95,52,26,26,12,19,38,40,31,29,24,45,57,10,52,36,67,48,38,90,48,48,52,52,14,52,48,36,38,24,19,71,12,31,38,29,29,31,12,10,7,7,Austrian Bundesliga
Grazer AK,39vgp5h6xs9igypqgqq2dobf9,dyp3e34ujihgh0ash8zrdi4x6,Y. Oberleitner,Yannick Oberleitner,24,Defender,Germany,Defender,82.0,22.0,7.0,104.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,9.0,8.0,1.0,177.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.87,38.89,0.0,100.0,50.0,60.0,50.0,100.0,0.2197653379917756,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.06774227,24.0,41.69491525423729,11.186440677966102,3.5593220338983054,52.88135593220339,1.5254237288135597,0.0,1.0169491525423728,0.5084745762711864,0.5084745762711864,0.0,0.5084745762711864,0.5084745762711864,4.576271186440678,4.067796610169491,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.5084745762711864,2.0338983050847457,0.0,0.5084745762711864,0.0,0.0,0.0,0.0,0.0,83.87,38.89,0.0,100.0,50.0,60.0,50.0,100.0,0.1117450871144621,0.0,0.5084745762711864,0.0,0.0,0.0,1.0169491525423728,1.0169491525423728,0.0344452220338983,12.203389830508476,CB,50,24,45,43,33,26,74,55,88,40,71,67,45,33,10,31,50,81,83,48,83,45,48,48,52,52,24,19,48,88,88,52,38,95,71,31,88,29,29,31,26,24,24,19,86,33,67,71,43,26,86,62,90,40,81,76,57,33,14,29,57,95,95,48,86,45,48,48,52,52,24,19,48,88,88,52,38,95,81,31,90,29,29,31,38,29,24,19,Austrian Bundesliga
LASK,boxkkgnpn38ywao4kzu7dx58h,1rn4qptr6959e85myhn419ono,Alemão,João Victor Tornich,23,Defender,Brazil,Defender,102.0,70.0,10.0,172.0,13.0,1.0,3.0,3.0,0.0,1.0,3.0,3.0,20.0,21.0,6.0,269.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.05,58.82,0.0,0.0,0.0,58.82,68.42,80.0,0.2576825852414751,0.0377061637446759,0.0,8.0,0.15698994,1.0,17.0,14.0,0.2648263,110.0,34.12639405204461,23.42007434944238,3.345724907063197,57.54646840148699,4.349442379182156,0.3345724907063197,1.003717472118959,1.003717472118959,0.0,0.3345724907063197,1.003717472118959,1.003717472118959,6.691449814126394,7.026022304832714,2.007434944237918,2.3420074349442377,0.6691449814126395,0.0,1.338289962825279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.05,58.82,0.0,0.0,0.0,58.82,68.42,80.0,0.0862135043558838,0.0126154451190365,0.0,2.676579925650558,0.0525245152416356,0.3345724907063197,5.687732342007435,4.684014869888475,0.088603594795539,36.80297397769517,CB,76,86,74,81,95,67,90,93,38,90,98,98,95,71,88,95,74,36,83,48,38,45,48,48,52,52,62,62,48,36,38,40,86,86,76,71,38,95,95,74,90,83,76,81,71,76,62,76,90,62,81,90,38,86,95,95,86,86,90,95,67,36,71,48,38,45,48,48,52,52,62,62,48,36,38,40,86,86,67,62,38,95,90,67,76,76,62,71,Austrian Bundesliga
LASK,boxkkgnpn38ywao4kzu7dx58h,3yksjl7hdgm7780gjzpb8fpey,C. Lang,Christoph Lang,24,Midfielder,Austria,Striker,5.0,47.0,2.0,52.0,0.0,3.0,6.0,4.0,2.0,1.0,3.0,3.0,7.0,0.0,0.0,178.0,12.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,88.14,66.67,0.0,66.67,66.67,41.18,0.0,33.33,0.4625519854890618,0.2764215750993231,3.0,6.0,0.1582929799999999,4.0,4.0,4.0,0.2391303999999999,17.0,2.528089887640449,23.764044943820224,1.0112359550561798,26.29213483146067,0.0,1.5168539325842696,3.033707865168539,2.02247191011236,1.0112359550561798,0.5056179775280899,1.5168539325842696,1.5168539325842696,3.539325842696629,0.0,0.0,6.067415730337078,1.0112359550561798,1.0112359550561798,0.5056179775280899,0.0,2.02247191011236,0.0,1.0112359550561798,0.0,0.0,0.0,88.14,66.67,0.0,66.67,66.67,41.18,0.0,33.33,0.2338745994045818,0.1397637177468487,1.5168539325842696,3.033707865168539,0.0800357764044943,2.02247191011236,2.02247191011236,2.02247191011236,0.1209086292134831,8.595505617977528,ST,28,100,74,90,12,71,55,50,78,62,55,52,50,19,33,71,67,76,62,36,81,52,81,43,52,52,93,84,36,81,83,48,12,41,31,72,86,91,86,100,78,66,76,90,28,100,79,90,12,83,62,52,79,59,62,59,52,19,33,76,72,79,62,36,86,52,83,43,52,52,93,84,36,81,83,48,12,41,31,79,86,90,86,100,76,69,83,86,Austrian Bundesliga
LASK,boxkkgnpn38ywao4kzu7dx58h,4dgua5urcqxx0lgqm5qfn2a22,K. Daněk,Krystof Danek,23,Midfielder,Czechia,Midfielder,19.0,50.0,6.0,64.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,2.0,170.0,5.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,88.89,100.0,71.43,33.33,0.0,45.45,0.0,0.0,0.2111404359439377,0.5813791829002795,1.0,8.0,0.25069699,7.0,4.0,9.0,0.3859359999999999,24.0,10.058823529411764,26.47058823529412,3.1764705882352944,33.88235294117647,1.0588235294117647,2.117647058823529,1.0588235294117647,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.5882352941176472,1.5882352941176472,2.647058823529412,0.5294117647058824,1.0588235294117647,2.647058823529412,1.0588235294117647,0.5294117647058824,0.0,2.647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,88.89,100.0,71.43,33.33,0.0,45.45,0.0,0.0,0.1117802307938493,0.3077889791825009,0.5294117647058824,4.235294117647059,0.1327219358823529,3.7058823529411766,2.117647058823529,4.764705882352941,0.2043190588235293,12.705882352941178,RM/RCM,22,44,56,33,50,72,33,44,50,67,39,39,22,28,67,83,61,44,17,83,28,56,50,50,56,56,89,100,100,44,28,56,22,17,33,78,50,78,89,100,33,33,67,33,33,89,67,78,67,100,56,56,67,89,56,56,11,33,100,89,78,56,17,100,28,56,50,50,56,56,89,100,100,44,28,56,22,17,56,100,56,89,100,100,33,56,67,56,Austrian Bundesliga
LASK,boxkkgnpn38ywao4kzu7dx58h,60ec97acf09gi9lhall1z0s9g,M. Usor,Moses Usor,24,Attacker,Nigeria,Striker,5.0,25.0,1.0,30.0,0.0,5.0,6.0,5.0,1.0,0.0,5.0,5.0,6.0,0.0,1.0,113.0,11.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,83.33,50.0,0.0,80.0,66.67,40.0,0.0,100.0,0.7839484648381746,0.5087177686013191,2.0,6.0,0.2182710299999999,2.0,3.0,4.0,0.30350543,14.0,3.982300884955752,19.91150442477876,0.7964601769911505,23.89380530973452,0.0,3.982300884955752,4.778761061946903,3.982300884955752,0.7964601769911505,0.0,3.982300884955752,3.982300884955752,4.778761061946903,0.0,0.7964601769911505,8.761061946902656,0.7964601769911505,3.185840707964602,0.7964601769911505,0.0,3.185840707964602,0.0,1.592920353982301,1.592920353982301,0.0,0.0,83.33,50.0,0.0,80.0,66.67,40.0,0.0,100.0,0.6243837330569533,0.4051734440187498,1.592920353982301,4.778761061946903,0.1738441831858406,1.592920353982301,2.3893805309734515,3.185840707964602,0.2417299884955752,11.150442477876108,ST,28,83,60,74,12,95,55,67,48,24,86,86,40,19,78,55,40,93,62,36,81,52,81,100,52,52,86,64,36,93,83,43,12,81,72,97,66,91,93,78,66,66,83,86,66,97,69,83,12,97,97,97,71,24,97,97,62,19,90,97,53,100,86,36,97,52,100,100,52,52,86,64,36,93,83,43,12,81,93,97,93,100,100,93,83,86,97,93,Austrian Bundesliga
LASK,boxkkgnpn38ywao4kzu7dx58h,61zjhp2dn7uy819kdei4qqqga,G. Bello,George Bello,24,Defender,USA,Defender,32.0,51.0,2.0,83.0,2.0,3.0,1.0,1.0,0.0,0.0,11.0,11.0,18.0,3.0,2.0,267.0,6.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.84,33.33,0.0,54.55,0.0,54.55,28.57,100.0,0.1510382067635471,0.2095802532437183,0.0,3.0,0.13462859,1.0,1.0,0.0,0.14136753,16.0,10.786516853932584,17.191011235955056,0.6741573033707865,27.97752808988764,0.6741573033707865,1.0112359550561798,0.3370786516853932,0.3370786516853932,0.0,0.0,3.7078651685393256,3.7078651685393256,6.067415730337078,1.0112359550561798,0.6741573033707865,2.02247191011236,2.696629213483146,2.02247191011236,0.6741573033707865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.84,33.33,0.0,54.55,0.0,54.55,28.57,100.0,0.050911755088836,0.0706450291832758,0.0,1.0112359550561798,0.0453804235955056,0.3370786516853932,0.3370786516853932,0.0,0.0476519764044943,5.393258426966292,LB/LCB,22,58,14,22,19,56,28,42,31,28,94,94,69,17,42,72,100,94,31,17,31,53,44,31,53,53,67,39,17,56,31,44,22,94,44,50,31,36,56,39,11,8,22,17,17,67,6,39,17,56,33,44,31,28,94,94,67,17,39,72,100,94,28,17,31,53,44,31,53,53,67,39,17,56,31,44,22,94,44,44,31,44,56,39,11,8,22,11,Austrian Bundesliga
LASK,boxkkgnpn38ywao4kzu7dx58h,73wkaux439sdodxdjhn1152sq,M. Bogarde,Melayro Bogarde,24,Defender,Suriname,Defender,17.0,35.0,8.0,52.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,2.0,113.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,85.25,80.0,0.0,0.0,0.0,46.15,50.0,66.67,0.0466883714910898,0.2700546098845205,1.0,1.0,0.0241224,0.0,13.0,16.0,0.33836483,39.0,13.539823008849558,27.876106194690266,6.371681415929204,41.41592920353983,0.7964601769911505,2.3893805309734515,0.7964601769911505,0.0,0.7964601769911505,0.7964601769911505,0.7964601769911505,0.7964601769911505,4.778761061946903,0.0,1.592920353982301,0.7964601769911505,1.592920353982301,0.0,1.592920353982301,0.0,0.0,0.0,0.0,1.592920353982301,0.0,0.0,85.25,80.0,0.0,0.0,0.0,46.15,50.0,66.67,0.0371854286212219,0.2150877423859013,0.7964601769911505,0.7964601769911505,0.0192125309734513,0.0,10.353982300884956,12.743362831858407,0.2694941123893805,31.061946902654867,CB,5,52,57,5,10,100,43,19,88,90,71,67,21,5,26,31,74,36,38,48,38,45,48,100,52,52,43,90,48,36,38,12,38,62,29,100,88,57,57,31,81,95,90,31,5,90,100,38,14,100,71,19,100,100,86,81,67,5,67,52,95,36,76,48,38,45,48,100,52,52,43,90,48,36,38,12,38,62,38,100,100,67,71,31,100,100,100,67,Austrian Bundesliga
