Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total interception_Total,total big chances saved_Total,total assists_Total,total goals_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total interception_p90,total big chances saved_p90,total assists_p90,total goals_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total interception_TotalPR,total big chances saved_TotalPR,total assists_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total interception_p90PR,total big chances saved_p90PR,total assists_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,2pg865obvy6mlhkc2qeg29e96,R. Fernandes,Ruben Fernandes,23,Defender,Switzerland,Defender,22.0,3.0,41.0,6.0,60.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,9.0,7.0,195.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,74.07,60.0,20.0,50.0,66.67,52.94,0.0,25.0,0.2020728355764418,0.4506249606442767,1.0,3.0,0.10256113,1.0,4.0,12.0,0.7131261300000001,41.0,10.153846153846157,1.3846153846153848,18.923076923076923,2.7692307692307696,27.692307692307693,0.4615384615384615,1.8461538461538465,1.3846153846153848,0.9230769230769232,0.4615384615384615,0.4615384615384615,0.9230769230769232,0.9230769230769232,4.153846153846154,3.230769230769231,0.9230769230769232,1.8461538461538465,1.3846153846153848,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,74.07,60.0,20.0,50.0,66.67,52.94,0.0,25.0,0.0932643856506654,0.2079807510665892,0.4615384615384615,1.3846153846153848,0.0473359061538461,0.4615384615384615,1.8461538461538465,5.538461538461539,0.329135136923077,18.923076923076923,LB/LCB,29,76,64,74,38,26,86,88,98,64,83,57,57,48,52,100,83,81,60,21,36,50,48,50,50,50,33,90,55,76,86,52,12,14,90,90,71,67,76,45,38,93,95,67,29,67,62,81,29,14,86,95,95,71,81,57,57,57,48,100,81,81,57,19,33,50,48,50,50,50,33,90,55,76,86,52,12,14,90,90,81,67,81,43,29,95,90,76,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,2rsfj02kbcmosf0da55w9uz2s,M. Zimmermann,Mio Zimmermann,19,Midfielder,Switzerland,Midfielder,24.0,1.0,23.0,3.0,46.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,12.0,3.0,124.0,0.0,5.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,73.02,27.27,50.0,50.0,0.0,48.0,28.57,33.33,0.1107170436969085,0.0790542912345524,0.0,4.0,0.08496427,2.0,3.0,4.0,0.09571434,21.0,17.419354838709676,0.7258064516129032,16.693548387096776,2.177419354838709,33.38709677419355,1.4516129032258065,0.7258064516129032,0.7258064516129032,0.7258064516129032,0.0,0.7258064516129032,1.4516129032258065,1.4516129032258065,8.709677419354838,2.177419354838709,0.0,3.629032258064516,4.354838709677419,0.7258064516129032,0.7258064516129032,2.177419354838709,0.0,0.0,0.0,0.0,0.0,73.02,27.27,50.0,50.0,0.0,48.0,28.57,33.33,0.0803591446187239,0.0573781146057235,0.0,2.903225806451613,0.0616676153225806,1.4516129032258065,2.177419354838709,2.903225806451613,0.0694700854838709,15.241935483870968,DM/CM,22,78,13,35,17,59,33,24,63,22,74,63,59,70,50,39,89,80,59,37,59,52,41,46,50,52,13,13,89,59,39,43,35,28,48,39,26,63,61,61,15,26,26,17,43,87,48,52,48,87,43,52,78,22,87,70,65,96,83,39,96,100,74,48,83,52,41,46,50,52,13,13,89,59,39,43,35,28,74,48,26,78,78,83,22,30,43,43,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,3bhmh2ks5ma4rqda9zff6w251,S. Knezevic,Stefan Knezevic,29,Defender,Switzerland,Defender,65.0,0.0,24.0,8.0,89.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,20.0,270.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,77.39,34.78,0.0,0.0,50.0,38.89,55.56,50.0,0.2678939579670134,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.1289279599999999,55.0,21.666666666666668,0.0,8.0,2.6666666666666665,29.666666666666668,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,2.333333333333333,6.666666666666667,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,77.39,34.78,0.0,0.0,50.0,38.89,55.56,50.0,0.0892979859890044,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0429759866666666,18.33333333333333,RB/RCB,81,22,25,75,62,81,16,59,69,34,41,19,19,25,94,69,31,9,22,12,75,44,38,94,53,53,50,25,22,22,75,12,62,28,75,16,34,16,16,22,41,38,25,69,94,22,25,81,69,72,16,56,69,34,41,19,19,12,94,75,25,9,22,16,88,44,38,94,53,53,50,25,22,22,75,12,62,28,62,16,34,16,16,22,44,31,19,81,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,429znrwois9ll1skdf83puqdw,O. Kabwit,Oscar Kabwit,21,Attacker,Congo DR,Striker,10.0,4.0,34.0,5.0,40.0,6.0,10.0,9.0,7.0,2.0,2.0,6.0,6.0,14.0,5.0,328.0,1.0,16.0,3.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,66.67,83.33,50.0,33.33,11.11,37.84,54.55,66.67,0.812406301431187,0.5062643205226538,3.0,6.0,0.19788813,0.0,4.0,7.0,0.6031615,28.0,2.7439024390243905,1.0975609756097562,9.329268292682928,1.3719512195121952,10.975609756097562,1.6463414634146345,2.7439024390243905,2.4695121951219514,1.920731707317073,0.5487804878048781,0.5487804878048781,1.6463414634146345,1.6463414634146345,3.841463414634146,1.3719512195121952,0.274390243902439,4.390243902439025,0.8231707317073171,0.5487804878048781,0.5487804878048781,1.3719512195121952,0.0,0.274390243902439,0.0,0.0,0.0,66.67,83.33,50.0,33.33,11.11,37.84,54.55,66.67,0.2229163631975818,0.1389139903873135,0.8231707317073171,1.6463414634146345,0.0542985722560975,0.0,1.0975609756097562,1.920731707317073,0.165501631097561,7.682926829268292,ST,63,98,84,100,77,76,97,79,79,76,71,71,61,71,97,31,82,58,60,74,97,52,77,19,52,52,26,68,94,44,16,48,94,65,77,90,89,92,90,23,87,92,94,97,45,97,42,97,39,55,84,35,35,52,39,39,29,29,87,16,32,32,35,58,90,52,74,19,52,52,26,68,94,44,16,48,94,65,32,65,68,65,74,23,58,68,87,84,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,4nj458vlk4o4bgeh8g0e4c7p,P. Dorn,Pius Dorn,29,Defender,Germany,Defender,45.0,2.0,36.0,8.0,79.0,6.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,15.0,7.0,360.0,1.0,9.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,73.15,42.11,20.0,40.0,33.33,51.72,75.0,20.0,0.2663433535729633,0.0,0.0,3.0,0.06212075,1.0,8.0,8.0,0.2356104099999999,45.0,11.25,0.5,9.0,2.0,19.75,1.5,0.0,0.75,0.75,0.0,0.0,1.25,1.25,3.75,1.75,0.25,2.25,0.5,0.5,0.25,2.0,0.25,0.0,0.0,0.0,0.0,73.15,42.11,20.0,40.0,33.33,51.72,75.0,20.0,0.0665858383932408,0.0,0.0,0.75,0.0155301875,0.25,2.0,2.0,0.0589026024999999,11.25,RB/RCB,56,66,59,75,50,91,16,69,81,34,41,81,75,69,50,69,94,41,66,12,94,94,38,47,53,53,25,62,62,50,56,38,91,6,69,16,34,41,31,47,69,59,44,53,19,53,31,44,19,59,16,62,75,34,41,72,69,31,34,59,81,25,56,6,88,91,38,47,53,53,25,62,62,50,56,38,91,6,56,16,34,34,31,44,59,50,38,31,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,5g00gq09apkl9bqxgpwext7v8,S. Meyer,Sascha Meyer,20,Attacker,Switzerland,Striker,3.0,0.0,8.0,0.0,11.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,134.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.33,0.0,0.0,0.0,0.0,31.58,20.0,0.0,0.2993648218967449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953792,7.0,2.014925373134328,0.0,5.3731343283582085,0.0,7.388059701492537,1.343283582089552,0.0,1.343283582089552,1.343283582089552,0.0,0.6716417910447761,0.0,0.0,4.029850746268656,0.0,0.0,2.686567164179104,2.686567164179104,0.0,0.0,0.6716417910447761,0.0,0.0,0.0,0.0,0.0,73.33,0.0,0.0,0.0,0.0,31.58,20.0,0.0,0.2010659251545301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131224835820895,4.701492537313433,ST,18,37,8,24,5,35,6,6,15,19,40,5,5,27,21,8,3,74,15,19,77,52,31,19,52,52,55,24,37,15,8,16,26,19,10,6,11,10,10,23,11,10,16,35,18,37,11,24,6,39,6,6,13,19,50,5,5,34,21,8,6,94,15,19,79,52,31,19,52,52,55,24,37,15,8,16,26,19,23,6,11,10,10,23,11,10,16,48,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,6b5n3tuz8oank65i5l7hlfbhl,M. Di Giusto,Matteo Di Giusto,26,Midfielder,Switzerland,Midfielder,31.0,10.0,63.0,8.0,84.0,1.0,12.0,11.0,8.0,3.0,2.0,11.0,13.0,13.0,3.0,354.0,5.0,21.0,1.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,74.34,72.73,38.46,72.73,45.45,43.33,20.0,33.33,0.9737452265319708,1.352977153782278,4.0,6.0,0.20657939,5.0,8.0,10.0,0.7466121400000003,37.0,7.88135593220339,2.5423728813559325,16.016949152542374,2.0338983050847457,21.35593220338983,0.2542372881355932,3.050847457627119,2.796610169491525,2.0338983050847457,0.7627118644067797,0.5084745762711864,2.796610169491525,3.305084745762712,3.305084745762712,0.7627118644067797,1.2711864406779665,5.338983050847458,0.2542372881355932,2.0338983050847457,0.2542372881355932,0.0,0.0,0.2542372881355932,0.5084745762711864,0.0,0.0,74.34,72.73,38.46,72.73,45.45,43.33,20.0,33.33,0.2475623457284671,0.3439772424870198,1.0169491525423728,1.5254237288135597,0.052520183898305,1.2711864406779665,2.0338983050847457,2.5423728813559325,0.1898166457627119,9.40677966101695,CM/AM,69,98,73,90,73,40,96,98,94,75,73,87,88,56,81,90,100,19,98,15,15,52,79,90,52,52,31,88,65,73,58,31,46,12,92,96,92,71,77,88,63,69,88,60,38,88,27,77,23,31,77,85,85,54,62,73,77,27,73,77,88,15,92,8,15,52,69,73,52,52,31,88,65,73,58,31,46,12,81,81,77,46,58,73,42,31,69,31,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,90h730y2b9ek5k5dcs9rjtg5w,Lucas Ferreira,Lucas Manuel Silva Ferreira,19,Midfielder,Portugal,Midfielder,23.0,0.0,30.0,5.0,53.0,6.0,2.0,5.0,5.0,0.0,2.0,3.0,3.0,20.0,8.0,226.0,2.0,10.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,71.62,83.33,0.0,33.33,40.0,60.61,60.0,83.33,0.4929947979010601,0.1255354679614669,1.0,3.0,0.08335806,4.0,8.0,8.0,0.2614620699999999,29.0,9.15929203539823,0.0,11.946902654867255,1.991150442477876,21.10619469026549,2.3893805309734515,0.7964601769911505,1.991150442477876,1.991150442477876,0.0,0.7964601769911505,1.1946902654867255,1.1946902654867255,7.964601769911504,3.185840707964602,0.7964601769911505,3.982300884955752,2.7876106194690267,0.3982300884955752,1.991150442477876,0.3982300884955752,0.0,0.0,0.0,0.0,0.0,71.62,83.33,0.0,33.33,40.0,60.61,60.0,83.33,0.1963253619959974,0.0499920005156284,0.3982300884955752,1.1946902654867255,0.0331956876106194,1.592920353982301,3.185840707964602,3.185840707964602,0.1041220632743362,11.548672566371682,CM/AM,52,17,15,65,31,92,21,63,85,12,73,38,38,98,92,54,77,90,33,92,42,52,35,21,52,52,15,100,17,44,46,85,81,73,69,27,38,35,35,81,63,56,38,46,46,17,15,73,19,92,19,58,81,12,69,38,38,96,92,54,81,77,31,88,42,52,35,21,52,52,15,100,17,44,46,85,81,73,62,23,35,38,42,88,69,65,46,42,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,9ffrfxl90gv947oi9z2p2vy6t,L. Bertone,Leonardo Bertone,32,Midfielder,Switzerland,Midfielder,53.0,0.0,57.0,11.0,110.0,5.0,2.0,6.0,2.0,4.0,3.0,1.0,1.0,8.0,6.0,360.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,71.9,40.74,0.0,0.0,0.0,44.44,62.5,50.0,0.5684520543221441,0.0683657370896172,2.0,2.0,0.05912847,2.0,20.0,21.0,0.3081303699999999,63.0,13.25,0.0,14.25,2.75,27.5,1.25,0.5,1.5,0.5,1.0,0.75,0.25,0.25,2.0,1.5,0.0,0.5,0.25,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,71.9,40.74,0.0,0.0,0.0,44.44,62.5,50.0,0.142113013580536,0.0170914342724043,0.5,0.5,0.0147821175,0.5,5.0,5.25,0.0770325924999999,15.75,DM/CM,61,35,65,74,65,91,54,100,83,100,100,35,35,37,89,39,50,20,22,37,59,52,41,46,50,52,9,35,35,22,39,39,70,39,100,35,93,28,35,61,85,87,70,67,35,35,35,57,26,83,30,89,70,78,98,22,22,13,70,39,39,13,22,26,43,52,41,46,50,52,9,35,35,22,39,39,70,39,96,30,74,17,22,43,61,74,48,48,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,9o9pjlnmupx941har5gjwpbhm,T. Owusu,Tyron Owusu,23,Midfielder,Switzerland,Midfielder,26.0,0.0,24.0,3.0,50.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,178.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.75,42.86,0.0,0.0,50.0,63.64,33.33,0.0,0.1643455196509389,0.1354452006271835,0.0,2.0,0.04813761,1.0,8.0,8.0,0.26974771,24.0,13.146067415730336,0.0,12.134831460674157,1.5168539325842696,25.280898876404493,0.5056179775280899,1.0112359550561798,1.0112359550561798,1.0112359550561798,0.0,0.0,0.0,0.0,3.539325842696629,1.0112359550561798,0.5056179775280899,2.02247191011236,2.528089887640449,0.0,0.0,0.5056179775280899,0.0,0.0,0.0,0.0,0.0,84.75,42.86,0.0,0.0,50.0,63.64,33.33,0.0,0.0830960492617106,0.0684835284070028,0.0,1.0112359550561798,0.0243392410112359,0.5056179775280899,4.044943820224719,4.044943820224719,0.1363892915730337,12.134831460674157,DM/CM,26,35,22,35,22,30,54,57,83,22,26,11,11,28,22,85,78,67,22,13,24,52,41,46,50,52,52,39,35,22,93,83,41,13,65,52,26,28,26,37,43,50,61,35,30,35,22,43,22,30,70,70,87,22,26,11,11,43,39,91,87,78,22,13,22,52,41,46,50,52,52,39,35,22,93,83,41,13,78,65,26,39,39,48,52,52,65,30,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,a99zxna7oxwspa405f5a6x1xw,Bung Meng Freimann,Bung Meng Freimann,20,Defender,Switzerland,Defender,36.0,0.0,14.0,3.0,50.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,90.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,86.21,42.86,0.0,0.0,0.0,85.71,75.0,0.0,0.0938715835983618,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.1499065,33.0,36.0,0.0,14.0,3.0,50.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,86.21,42.86,0.0,0.0,0.0,85.71,75.0,0.0,0.0938715835983618,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.1499065,33.0,CB,32,43,11,20,20,18,32,48,52,43,43,23,23,7,7,39,27,41,34,7,43,46,48,45,52,52,50,41,43,34,39,100,84,7,43,34,45,25,25,32,29,41,50,41,86,43,48,57,86,68,32,82,89,43,43,23,23,61,18,39,57,86,34,7,95,46,48,45,52,52,50,41,43,34,39,100,84,7,79,34,45,25,25,32,43,80,96,93,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,a9vq8ojmbb6jiioq3ckn8hx5g,L. Villiger,Lars Villiger,23,Attacker,Switzerland,Striker,2.0,1.0,12.0,0.0,13.0,3.0,3.0,4.0,4.0,0.0,2.0,1.0,1.0,4.0,1.0,106.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.17,0.0,50.0,0.0,25.0,36.36,50.0,100.0,0.459721479208568,0.4054725465248863,1.0,2.0,0.03932202,0.0,2.0,2.0,0.246046,8.0,1.6981132075471697,0.8490566037735848,10.18867924528302,0.0,11.037735849056604,2.547169811320755,2.547169811320755,3.39622641509434,3.39622641509434,0.0,1.6981132075471697,0.8490566037735848,0.8490566037735848,3.39622641509434,0.8490566037735848,0.8490566037735848,12.735849056603774,0.0,0.0,0.8490566037735848,0.0,0.0,0.0,0.0,0.0,0.0,54.17,0.0,50.0,0.0,25.0,36.36,50.0,100.0,0.3903295578185954,0.3442691432758468,0.8490566037735848,1.6981132075471697,0.0333866207547169,0.0,1.6981132075471697,1.6981132075471697,0.2089069811320754,6.792452830188679,ST,8,79,23,24,13,52,58,31,47,19,71,13,13,10,50,31,73,6,15,53,34,52,31,19,52,52,6,24,94,15,31,39,82,90,39,84,40,48,32,23,60,48,77,47,13,94,61,24,42,68,77,77,82,19,90,19,16,19,73,52,97,6,15,74,34,52,31,19,52,52,6,24,94,15,31,39,82,90,77,97,76,69,48,23,73,61,97,77,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,ad34kukz89dwp05keq0tzm76d,A. Cigaņiks,Andrejs Ciganiks,29,Defender,Latvia,Defender,28.0,1.0,31.0,9.0,58.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,17.0,8.0,210.0,0.0,4.0,3.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,69.05,47.37,8.33,0.0,0.0,68.0,62.5,77.78,0.0839378685518995,0.2478997165133785,1.0,0.0,0.0,1.0,3.0,7.0,0.13084919,22.0,12.0,0.4285714285714285,13.285714285714285,3.8571428571428568,24.85714285714285,2.142857142857143,1.2857142857142856,0.8571428571428571,0.0,0.8571428571428571,0.4285714285714285,0.0,0.0,7.285714285714286,3.4285714285714284,0.0,1.7142857142857142,1.2857142857142856,0.0,3.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,69.05,47.37,8.33,0.0,0.0,68.0,62.5,77.78,0.0359733722365283,0.1062427356485907,0.4285714285714285,0.0,0.0,0.4285714285714285,1.2857142857142856,3.0,0.0560782242857142,9.428571428571429,LB/LCB,40,45,29,90,29,74,76,74,29,86,83,12,12,93,64,36,83,81,26,98,83,50,48,50,50,50,14,76,43,26,36,81,86,81,52,67,71,12,12,45,24,52,33,29,33,43,24,100,19,81,76,74,29,90,76,12,12,95,52,36,74,76,26,100,79,50,48,50,50,50,14,76,43,26,36,81,86,81,43,62,76,12,12,38,19,45,24,24,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,aew5z6heb61vgbziamnxwyihg,L. Lüthi,Loïc Lüthi,22,Defender,Switzerland,Defender,69.0,0.0,9.0,1.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,172.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.86,16.67,0.0,0.0,0.0,53.85,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.104651162790695,0.0,4.709302325581395,0.5232558139534883,40.81395348837209,2.093023255813953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6627906976744176,4.709302325581395,0.0,1.0465116279069766,1.0465116279069766,0.0,0.5232558139534883,0.0,0.0,0.0,0.0,0.0,0.0,92.86,16.67,0.0,0.0,0.0,53.85,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,50,43,5,9,43,29,32,16,16,43,43,23,23,11,30,39,50,41,34,20,9,46,48,45,52,52,100,7,43,34,39,29,62,95,20,34,45,25,25,32,14,14,14,14,89,43,7,7,43,36,32,16,16,43,43,23,23,11,46,39,61,50,34,25,9,46,48,45,52,52,100,7,43,34,39,29,62,95,20,34,45,25,25,32,14,14,14,14,Swiss Super League
Luzern,dk531bvjn5bmeonqs9hbbmfgr,e9i9c07l7cz79zmv0bin1g7bo,Bung Hua Freimann,Bung Hua Freimann,22,Defender,Switzerland,Defender,40.0,0.0,9.0,5.0,49.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,14.0,181.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.06,31.25,0.0,100.0,0.0,78.57,50.0,75.0,0.1147994793329479,0.0,0.0,1.0,0.0199707,0.0,3.0,4.0,0.06874829,34.0,19.88950276243094,0.0,4.475138121546961,2.4861878453038675,24.364640883977906,1.4917127071823204,0.0,0.4972375690607735,0.4972375690607735,0.0,0.0,0.4972375690607735,0.4972375690607735,5.469613259668509,6.961325966850829,0.0,1.988950276243094,1.4917127071823204,0.4972375690607735,1.4917127071823204,0.0,0.0,0.0,0.0,0.0,0.0,68.06,31.25,0.0,100.0,0.0,78.57,50.0,75.0,0.0570826140329575,0.0,0.0,0.4972375690607735,0.0099301823204419,0.0,1.4917127071823204,1.988950276243094,0.034184232596685,16.906077348066297,CB,39,43,5,32,14,18,32,48,52,43,43,59,59,34,55,39,71,62,75,52,9,46,48,45,52,52,4,21,43,89,39,93,25,70,50,34,45,57,59,32,34,41,32,50,29,43,4,39,11,18,32,50,57,43,43,71,71,46,64,39,89,68,82,57,9,46,48,45,52,52,4,21,43,89,39,93,25,70,61,34,45,64,61,32,39,43,29,39,Swiss Super League
Sion,b9fc1umgats16gk6wr769wh8a,1ae2q6d1nrcaqjzsuf3ecpm95,R. Nivokazi,Rilind Nivokazi,26,Attacker,Kosovo,Striker,7.0,0.0,8.0,2.0,15.0,4.0,2.0,6.0,6.0,0.0,0.0,2.0,2.0,6.0,0.0,134.0,2.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.43,66.67,0.0,0.0,33.33,42.86,57.14,0.0,0.7710859233800608,0.145358528245486,0.0,1.0,0.02385149,1.0,1.0,0.0,0.0074108,4.0,4.701492537313433,0.0,5.3731343283582085,1.343283582089552,10.07462686567164,2.686567164179104,1.343283582089552,4.029850746268656,4.029850746268656,0.0,0.0,1.343283582089552,1.343283582089552,4.029850746268656,0.0,1.343283582089552,8.73134328358209,1.343283582089552,0.0,0.0,0.6716417910447761,0.0,0.0,0.0,0.0,0.0,71.43,66.67,0.0,0.0,33.33,42.86,57.14,0.0,0.517893530628399,0.0976288622544309,0.0,0.6716417910447761,0.0160196574626865,0.6716417910447761,0.6716417910447761,0.0,0.0049774029850746,2.686567164179104,ST,45,37,8,82,21,63,37,63,69,19,11,23,21,27,21,58,61,39,15,19,77,52,31,19,52,52,52,61,37,15,48,65,98,19,71,39,11,26,26,50,35,10,10,13,65,37,11,94,29,71,52,87,90,19,11,26,23,34,21,73,84,61,15,19,79,52,31,19,52,52,52,61,37,15,48,65,98,19,90,52,11,32,29,56,45,10,13,16,Swiss Super League
